sic87,naics97,mapping_ec,mapping_official,mapping_all,weight_mapping_ec,weight_mapping_official,weight_mapping_all,weight_emp,weight_estabs,weight_pay,weight_ship,rw1,tot_rw,rw2,weight_hybrid,source,weight_shipments,emp,estabs,shipments,pay,test
7623,811412,1,1,1,.5,.33333334,.33333334,.36040071,.41629297,.28175643,,,.33333334,.66666663,.24026713,both,.29465058,9174,1671,789622,231091,.99999994
7629,443111,,1,1,,.16666667,.14285715,,,,,.14285715,.2857143,.71428573,.14285715,official,,,,,,1
7629,811211,,1,1,,.16666667,.14285715,,,,,.14285715,.2857143,.71428573,.14285715,official,,,,,,1
7629,811212,1,1,1,.2,.16666667,.14285715,.12647785,.17722978,.12737545,,,.2857143,.71428573,.090341322,both,.1311111,9735,1538,913258,282531,1
7629,811213,1,1,1,.2,.16666667,.14285715,.02980382,.023162019,.036862697,,,.2857143,.71428573,.021288443,both,.033229068,2294,201,231458,81765,1
7629,811219,1,1,1,.2,.16666667,.14285715,.26563597,.23427057,.33887714,,,.2857143,.71428573,.18973999,both,.36026731,20446,2033,2509452,751662,1
7629,811411,1,,1,.2,,.14285715,.028205795,.066720441,.021307012,,,.2857143,.71428573,.020146998,fk,.026632152,2171,579,185507,47261,1
7629,811412,1,1,1,.2,.16666667,.14285715,.54987657,.4986172,.47557771,,,.2857143,.71428573,.39276898,both,.44876039,42324,4327,3125853,1054877,1
7630,8114//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
7631,811490,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,5599,1716,345774,98754,1
7640,7115//,0,1,1,0,.5,.5,0,0,0,0,.5,.5,.5,.5,,,,,,,1
7640,8114//,1,1,1,1,.5,.5,1,1,1,1,,.5,.5,.5,,,,,,,1
7641,711510,,1,1,,.5,.5,,,,,.5,.5,.5,.5,official,,,,,,1
7641,811420,1,1,1,1,.5,.5,1,1,1,,,.5,.5,.5,both,1,22315,6598,1193414,388631,1
7690,2351//,0,1,1,0,.05882353,.055555556,0,0,0,0,.055555556,.16666667,.83333331,.055555556,,,,,,,1
7690,3353//,1,1,1,.071428575,.05882353,.055555556,.014264891,.0050299214,.016091246,.019006148,,.16666667,.83333331,.011887409,,,,,,,1
7690,4422//,0,1,1,0,.05882353,.055555556,0,0,0,0,.055555556,.16666667,.83333331,.055555556,,,,,,,1
7690,4511//,0,1,1,0,.05882353,.055555556,0,0,0,0,.055555556,.16666667,.83333331,.055555556,,,,,,,1
7690,4883//,1,1,1,.071428575,.05882353,.055555556,.00019667408,.00030953364,.00015208762,.00019963575,,.16666667,.83333331,.00016389506,,,,,,,1
7690,5616//,1,1,1,.071428575,.05882353,.055555556,.058203485,.097993188,.048478398,.045570936,,.16666667,.83333331,.048502903,,,,,,,1
7690,5617//,1,1,1,.071428575,.05882353,.055555556,.03186287,.032346264,.031587061,.031358551,,.16666667,.83333331,.02655239,,,,,,,1
7690,5629//,1,1,1,.071428575,.05882353,.055555556,.064488009,.065466367,.063929789,.063467301,,.16666667,.83333331,.053740006,,,,,,,1
7690,8112//,2,2,2,.14285715,.11764706,.11111111,.017957548,.02429839,.018263659,.018057447,,.16666667,.83333331,.014964622,,,,,,,1
7690,8113//,2,3,3,.14285715,.17647059,.16666667,.60479689,.46293336,.66193169,.65811694,,.16666667,.83333331,.50399739,,,,,,,1
7690,8114//,5,4,5,.35714287,.23529412,.27777779,.20822968,.31162298,.15956606,.164223,,.16666667,.83333331,.17352472,,,,,,,1
7692,811310,,1,1,,1,.5,,,,,.5,.5,.5,.5,official,,,,,,1
7692,811490,1,,1,1,,.5,1,1,1,,,.5,.5,.5,fk,1,22291,4840,1640808,505689,1
7694,335312,1,1,1,.5,.5,.5,.15836379,.11219793,.15382534,,,0,1,.15836379,both,.18284215,3554,195,450982,111410,1
7694,811310,1,1,1,.5,.5,.5,.84163624,.88780206,.84617466,,,0,1,.84163624,both,.81715786,18888,1543,2015528,612853,1
7699,235110,,1,1,,.071428575,.071428575,,,,,.071428575,.21428573,.78571427,.071428575,official,,,,,,1
7699,442299,,1,1,,.071428575,.071428575,,,,,.071428575,.21428573,.78571427,.071428575,official,,,,,,1
7699,451110,,1,1,,.071428575,.071428575,,,,,.071428575,.21428573,.78571427,.071428575,official,,,,,,1
7699,488390,1,1,1,.090909094,.071428575,.071428575,.00023971412,.00037278657,.00018494163,,,.21428573,.78571427,.00018834681,both,.00024142626,49,12,4737,1053,1
7699,561622,1,1,1,.090909094,.071428575,.071428575,.070940703,.11801802,.058950715,,,.21428573,.78571427,.055739123,both,.055110473,14501,3799,1081317,335647,1
7699,561790,1,1,1,.090909094,.071428575,.071428575,.038835723,.038956199,.038410503,,,.21428573,.78571427,.030513782,both,.037922956,7938.41606426239,1254,744082.453125,218697.4392700195,1
7699,562991,1,1,1,.090909094,.071428575,.071428575,.078600526,.078844361,.077739917,,,.21428573,.78571427,.061757553,both,.076753162,16066.74638843536,2538,1505965.921875,442626.8746948242,1
7699,811212,1,1,1,.090909094,.071428575,.071428575,.0014236083,.0032308169,.0010328981,,,.21428573,.78571427,.0011185494,both,.0012152349,291,104,23844,5881,1
7699,811219,1,1,1,.090909094,.071428575,.071428575,.020463757,.02603293,.021176079,,,.21428573,.78571427,.016078666,both,.020622246,4183,838,404627,120570,1
7699,811310,1,1,1,.090909094,.071428575,.071428575,.64474779,.50959927,.69728506,,,.21428573,.78571427,.50658756,both,.69315958,131793,16404,13600413,3970124,1
7699,811411,1,1,1,.090909094,.071428575,.071428575,.047580805,.094190739,.032910123,,,.21428573,.78571427,.037384916,both,.04158872,9726,3032,816008,187380,1
7699,811412,1,1,1,.090909094,.071428575,.071428575,.0032239102,.0056228642,.0027579661,,,.21428573,.78571427,.0025330724,both,.0030242244,659,181,59338,15703,1
7699,811430,1,1,1,.090909094,.071428575,.071428575,.0017073515,.0025473749,.0011447764,,,.21428573,.78571427,.0013414904,both,.00093237322,349,82,18294,6518,1
7699,811490,1,1,1,.090909094,.071428575,.071428575,.092236124,.12258466,.068406977,,,.21428573,.78571427,.072471239,both,.069429591,18854,3946,1362271,389488,1
7800,334///,1,1,1,.06666667,.05882353,.05882353,.015681962,.0054545058,.019125607,.023911422,,.05882353,.94117647,.014759493,,,,,,,1
7800,421///,1,1,1,.06666667,.05882353,.05882353,.01849582,.014277332,.02546647,.11511307,,.05882353,.94117647,.017407831,,,,,,,1
7800,512///,7,8,8,.46666667,.47058824,.47058824,.4455719,.41873655,.60202992,.65911549,,.05882353,.94117647,.4193618,,,,,,,1
7800,514///,0,1,1,0,.05882353,.05882353,0,0,0,0,.05882353,.05882353,.94117647,.05882353,,,,,,,1
7800,532///,3,3,3,.2,.17647059,.17647059,.28194612,.51098508,.1172974,.11584041,,.05882353,.94117647,.26536107,,,,,,,1
7800,541///,1,1,1,.06666667,.05882353,.05882353,.2254606,.0032813961,.17785472,.063243113,,.05882353,.94117647,.21219821,,,,,,,1
7800,561///,1,1,1,.06666667,.05882353,.05882353,.0013395156,.0033465894,.0020719601,.00091733231,,.05882353,.94117647,.0012607205,,,,,,,1
7800,711///,1,1,1,.06666667,.05882353,.05882353,.011504075,.04391855,.056153916,.02185915,,.05882353,.94117647,.010827364,,,,,,,1
7810,3346//,1,1,1,.11111111,.11111111,.11111111,.032934219,.016662242,.025356721,.049701594,,0,1,.032934219,,,,,,,1
7810,5121//,3,3,3,.33333334,.33333334,.33333334,.42553395,.79719859,.63040984,.75187773,,0,1,.42553395,,,,,,,1
7810,5322//,1,1,1,.11111111,.11111111,.11111111,.001445193,.0037174721,.00070174003,.00069354934,,0,1,.001445193,,,,,,,1
7810,5324//,1,1,1,.11111111,.11111111,.11111111,.03961594,.028013809,.030536199,.01892926,,0,1,.03961594,,,,,,,1
7810,5412//,1,1,1,.11111111,.11111111,.11111111,.47349745,.010023898,.23579969,.13145532,,0,1,.47349745,,,,,,,1
7810,5613//,1,1,1,.11111111,.11111111,.11111111,.0028131618,.010223049,.0027470039,.0019067406,,0,1,.0028131618,,,,,,,1
7810,7115//,1,1,1,.11111111,.11111111,.11111111,.024160096,.13416091,.074448839,.045435801,,0,1,.024160096,,,,,,,1
7812,512110,1,1,1,1,1,1,1,1,1,,,0,1,1,both,.99999994,83558,8777,20152091,4944605,1
7819,334612,1,1,1,.125,.125,.125,.047542706,.039923653,.048448443,,,0,1,.047542706,both,.12958778,8956,251,1624736,263056,1
7819,512191,1,1,1,.125,.125,.125,.15455095,.47733417,.26458341,,,0,1,.15455095,both,.29386488,29114,3001,3684397,1436584,1
7819,512199,1,1,1,.125,.125,.125,.016169617,.036742486,.02925,,,0,1,.016169617,both,.059201889,3046,231,742257,158816,1
7819,532220,1,1,1,.125,.125,.125,.0020862308,.0089072688,.0013407968,,,0,1,.0020862308,both,.0018083026,393,56,22672,7280,1
7819,532490,1,1,1,.125,.125,.125,.057188205,.067122631,.058344737,,,0,1,.057188205,both,.049354568,10773,422,618794,316789,1
7819,541214,1,1,1,.125,.125,.125,.68352461,.024017815,.45053649,,,0,1,.68352461,both,.3427456,128761,151,4297250,2446236,1
7819,561310,1,1,1,.125,.125,.125,.0040609837,.024494989,.0052486304,,,0,1,.0040609837,both,.0049714763,765,154,62331,28498,1
7819,711510,1,1,1,.125,.125,.125,.034876686,.32145697,.1422475,,,0,1,.034876686,both,.11846551,6570,2021,1485288,772348,1
7820,4219//,1,1,1,.33333334,.2,.2,.43521073,.421424,.30559018,.38282999,,.2,.80000001,.34816858,,,,,,,1
7820,5121//,2,3,3,.66666669,.60000002,.60000002,.56478924,.57857603,.69440979,.61716998,,.2,.80000001,.4518314,,,,,,,1
7820,5141//,0,1,1,0,.2,.2,0,0,0,0,.2,.2,.80000001,.2,,,,,,,1
7822,421990,1,1,1,.5,.5,.5,.45479205,.46496814,.31356636,,,0,1,.45479205,both,.38473052,10563,657,7821716,350269,1
7822,512120,1,1,1,.5,.5,.5,.54520798,.53503186,.68643361,,,0,1,.54520798,both,.61526954,12663,756,12508661,766780,1
7829,512120,,1,1,,.33333334,.33333334,,,,,.33333334,.66666669,.33333331,.33333334,official,,,,,,1
7829,512199,1,1,1,1,.33333334,.33333334,1,1,1,,,.66666669,.33333331,.33333331,both,1,1045,146,100927,29156,1
7829,514120,,1,1,,.33333334,.33333334,,,,,.33333334,.66666669,.33333331,.33333334,official,,,,,,1
7830,5121//,2,2,2,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
7832,512131,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,123045,5998,7486977,923677,1
7833,512132,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,1996,360,110342,20777,1
7840,5322//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
7841,532230,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,149854,23036,7229671,1289254,1
7900,487///,3,3,3,.06666667,.06666667,.065217391,.0027956688,.011504333,.0027244079,.0037391591,,0,1,.0027956688,,,,,,,1
7900,512///,1,1,1,.022222223,.022222223,.021739131,.0015295881,.0019087908,.0024355317,.0026700976,,0,1,.0015295881,,,,,,,1
7900,532///,2,2,2,.044444446,.044444446,.043478262,.0082247024,.022327693,.008647888,.010578158,,0,1,.0082247024,,,,,,,1
7900,561///,3,3,3,.06666667,.06666667,.065217391,.0084717432,.0085740816,.009166535,.011493783,,0,1,.0084717432,,,,,,,1
7900,611///,2,2,2,.044444446,.044444446,.043478262,.04268593,.12164672,.021671144,.023160961,,0,1,.04268593,,,,,,,1
7900,711///,17,17,18,.37777779,.37777779,.39130434,.18811432,.2265683,.41765934,.34131682,,0,1,.18811432,,,,,,,1
7900,712///,1,1,1,.022222223,.022222223,.021739131,.00095296517,.0014444903,.00084960507,.00084727519,,0,1,.00095296517,,,,,,,1
7900,713///,16,16,16,.35555556,.35555556,.34782609,.74722511,.60602558,.53684556,.60619378,,0,1,.74722511,,,,,,,1
7910,6116//,1,1,1,.5,.5,.5,.9129824,.94823319,.89465356,.89565992,,0,1,.9129824,,,,,,,1
7910,7139//,1,1,1,.5,.5,.5,.087017611,.051766783,.10534642,.10434005,,0,1,.087017611,,,,,,,1
7911,611610,1,1,1,.5,.5,.5,.9129824,.94823319,.89465356,,,0,1,.9129824,both,.89565992,27940,5367,781732,223378,1
7911,713990,1,1,1,.5,.5,.5,.087017611,.051766783,.10534642,,,0,1,.087017611,both,.10434005,2663,293,91068,26303,1
7920,5122//,1,1,1,.083333336,.083333336,.07692308,.012890967,.011132507,.012073076,.015155726,,0,1,.012890967,,,,,,,.99999994
7920,5324//,1,1,1,.083333336,.083333336,.07692308,.025654143,.021181852,.02216498,.026670469,,0,1,.025654143,,,,,,,.99999994
7920,5613//,1,1,1,.083333336,.083333336,.07692308,.0072073308,.013960766,.014445429,.010853047,,0,1,.0072073308,,,,,,,.99999994
7920,5615//,1,1,1,.083333336,.083333336,.07692308,.03765171,.010771452,.015343001,.026074773,,0,1,.03765171,,,,,,,.99999994
7920,7111//,4,3,4,.33333334,.25,.30769232,.61126757,.53724879,.43693388,.46947715,,0,1,.61126757,,,,,,,.99999994
7920,7113//,2,2,2,.16666667,.16666667,.15384616,.21033651,.11114454,.13468426,.20443128,,0,1,.21033651,,,,,,,.99999994
7920,7114//,1,1,1,.083333336,.083333336,.07692308,.05024806,.098206766,.10450442,.088073462,,0,1,.05024806,,,,,,,.99999994
7920,7115//,1,2,2,.083333336,.16666667,.15384616,.044743683,.19635335,.25985098,.15926409,,0,1,.044743683,,,,,,,.99999994
7922,512290,1,1,1,.125,.11111111,.11111111,.020695975,.024699599,.024114495,,,.11111111,.8888889,.018396422,both,.025557622,2346.631217002869,185,254547.5115966797,72486.45294189453,1
7922,532490,1,1,1,.125,.11111111,.11111111,.041186787,.046995994,.044271842,,,.11111111,.8888889,.036610477,both,.044975329,4670,352,447943,133078,1
7922,561310,1,1,1,.125,.11111111,.11111111,.011571107,.030974632,.028852979,,,.11111111,.8888889,.010285428,both,.018301867,1312,232,182282,86730,1
7922,561599,1,1,1,.125,.11111111,.11111111,.060448445,.023898531,.030645769,,,.11111111,.8888889,.053731952,both,.043970786,6854,179,437938,92119,1
7922,711110,1,1,1,.125,.11111111,.11111111,.44773868,.40894526,.39436471,,,.11111111,.8888889,.39798993,both,.37393355,50767.24217987061,3063,3724284.413085938,1185432.229003906,1
7922,711310,1,1,1,.125,.11111111,.11111111,.18282701,.081041388,.1280546,,,.11111111,.8888889,.1625129,both,.13884005,20730,607,1382812,384923,1
7922,711320,1,1,1,.125,.11111111,.11111111,.15486056,.16555408,.14096075,,,.11111111,.8888889,.13765383,both,.20589946,17559,1240,2050707,423718,1
7922,711410,1,1,1,.125,.11111111,.11111111,.080671422,.21789052,.20873483,,,.11111111,.8888889,.071707934,both,.14852132,9147,1632,1479235,627442,1
7922,711510,,1,1,,.11111111,.11111111,,,,,.11111111,.11111111,.8888889,.11111111,official,,,,,,1
7929,711120,1,,1,.25,,.25,.13357416,.058063101,.055466443,,,0,1,.13357416,fk,.063298389,9170,530,432690,166291,1
7929,711130,1,1,1,.25,.33333334,.25,.67183292,.50175285,.37818721,,,0,1,.67183292,both,.48663631,46122,4580,3326509,1133823,1
7929,711190,1,1,1,.25,.33333334,.25,.075949363,.082712531,.045961253,,,0,1,.075949363,both,.058750954,5214,755,401605,137794,1
7929,711510,1,1,1,.25,.33333334,.25,.11864357,.35747153,.52038509,,,0,1,.11864357,both,.39131436,8145,3263,2674915,1560139,1
7930,7139//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
7933,713950,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,88044,5590,2820685,821044,1
7940,7112//,3,3,3,.5,.5,.5,.84067881,.73096448,.92976618,.85764337,,0,1,.84067881,,,,,,,1
7940,7113//,2,2,2,.33333334,.33333334,.33333334,.14206402,.19973516,.052304663,.11647833,,0,1,.14206402,,,,,,,1
7940,7114//,1,1,1,.16666667,.16666667,.16666667,.017257173,.069300376,.017929139,.025878279,,0,1,.017257173,,,,,,,1
7941,711211,1,1,1,.25,.25,.25,.65937328,.28378379,.91481298,,,0,1,.65937328,both,.77891028,33330,483,7808684,4922390,1
7941,711310,1,1,1,.25,.25,.25,.19984965,.13748531,.027229235,,,0,1,.19984965,both,.053903293,10102,234,540388,146514,1
7941,711320,1,1,1,.25,.25,.25,.10388146,.39424208,.03621142,,,0,1,.10388146,both,.12699565,5251,671,1273149,194845,1
7941,711410,1,1,1,.25,.25,.25,.036895625,.18448883,.021746367,,,0,1,.036895625,both,.040190764,1865,314,402918,117012,1
7948,711212,1,1,1,.5,.5,.5,.78020966,.28525981,.69593436,,,0,1,.78020966,both,.74703705,44880,807,4142020,797261,1
7948,711219,1,1,1,.5,.5,.5,.21979034,.71474022,.30406564,,,0,1,.21979034,both,.25296298,12643,2022,1402578,348337,1
7990,4871//,1,1,1,.041666668,.041666668,.041666668,.00074995292,.00099192513,.0011892825,.0013719006,,0,1,.00074995292,,,,,,,1
7990,4872//,1,1,1,.041666668,.041666668,.041666668,.0029838174,.016087785,.0036372119,.0045150337,,0,1,.0029838174,,,,,,,1
7990,4879//,1,1,1,.041666668,.041666668,.041666668,.000077305573,.00020148479,.00019076784,.00012690223,,0,1,.000077305573,,,,,,,1
7990,5322//,1,1,1,.041666668,.041666668,.041666668,.0070623527,.02808388,.007691415,.0094561065,,0,1,.0070623527,,,,,,,1
7990,5615//,1,1,1,.041666668,.041666668,.041666668,.0042926809,.0065095085,.005814366,.0080222897,,0,1,.0042926809,,,,,,,1
7990,6116//,1,1,1,.041666668,.041666668,.041666668,.03336313,.099548981,.026087487,.024062229,,0,1,.03336313,,,,,,,1
7990,7111//,1,1,1,.041666668,.041666668,.041666668,.0019575192,.0013483982,.0038940029,.0048764739,,0,1,.0019575192,,,,,,,1
7990,7112//,1,1,1,.041666668,.041666668,.041666668,.0013683975,.0088188341,.0051498655,.0051076547,,0,1,.0013683975,,,,,,,1
7990,7113//,1,1,1,.041666668,.041666668,.041666668,.0088226097,.017079711,.0085591832,.015257101,,0,1,.0088226097,,,,,,,1
7990,7121//,1,1,1,.041666668,.041666668,.041666668,.0012990891,.0021698361,.0015646304,.001362706,,0,1,.0012990891,,,,,,,1
7990,7131//,2,2,2,.083333336,.083333336,.083333336,.123449,.051828086,.12139536,.14202651,,0,1,.123449,,,,,,,1
7990,7132//,3,3,3,.125,.125,.125,.14975244,.032532044,.19936037,.26219887,,0,1,.14975244,,,,,,,1
7990,7139//,9,9,9,.375,.375,.375,.66482168,.7347995,.61546606,.52161628,,0,1,.66482168,,,,,,,1
7991,713940,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,190636,11047,5670109,1748487,1
7992,713910,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,77389,6161,4673438,1350136,1
7993,713120,1,1,1,.33333334,.33333334,.33333334,.45102093,.47749478,.29942757,,,0,1,.45102093,both,.27275318,28141,2737,1246799,271485,1
7993,713290,1,1,1,.33333334,.33333334,.33333334,.24595314,.057048149,.32320002,,,0,1,.24595314,both,.35406205,15346,327,1618475,293039,1
7993,713990,1,1,1,.33333334,.33333334,.33333334,.30302593,.46545708,.37737238,,,0,1,.30302593,both,.37318477,18907,2668,1705888,342156,1
7996,713110,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,110789,607,7171677,1690386,1
7997,713910,1,1,1,.33333334,.33333334,.33333334,.62420559,.37256208,.71625608,,,0,1,.62420559,both,.69452822,198689,5597,9546338,3673209,1
7997,713940,1,1,1,.33333334,.33333334,.33333334,.32299635,.45969513,.23590784,,,0,1,.32299635,both,.24495178,102812,6906,3366879,1209817,1
7997,713990,1,1,1,.33333334,.33333334,.33333334,.052798085,.16774279,.047836088,,,0,1,.052798085,both,.060519964,16806,2520,831851,245320,1
7999,487110,1,1,1,.06666667,.06666667,.06666667,.0023067105,.0024661862,.0036012945,,,0,1,.0023067105,both,.0034688243,844,64,81318,19220,1
7999,487210,1,1,1,.06666667,.06666667,.06666667,.0091776466,.039998457,.011013927,,,0,1,.0091776466,both,.011416177,3358,1038,267624,58781,1
7999,487990,1,1,1,.06666667,.06666667,.06666667,.00023777703,.00050094409,.0005776686,,,0,1,.00023777703,both,.00032086988,87,13,7522,3083,1
7999,532292,1,1,1,.06666667,.06666667,.06666667,.021722434,.069823898,.023290556,,,0,1,.021722434,both,.023909584,7948,1812,560501,124301,1
7999,561599,1,1,1,.06666667,.06666667,.06666667,.013203458,.016184347,.01760662,,,0,1,.013203458,both,.020284206,4831,420,475513,93966,1
7999,611620,1,1,1,.06666667,.06666667,.06666667,.10261855,.24750492,.078996137,,,0,1,.10261855,both,.06084089,37547,6423,1426264,421600,1
7999,711190,1,1,1,.06666667,.06666667,.06666667,.0060209516,.0033524719,.011791523,,,0,1,.0060209516,both,.012330072,2203,87,289048,62931,1
7999,711219,1,1,1,.06666667,.06666667,.06666667,.0042089266,.021925937,.015594429,,,0,1,.0042089266,both,.012914607,1540,569,302751,83227,1
7999,711320,1,1,1,.06666667,.06666667,.06666667,.027136644,.042464644,.025918264,,,0,1,.027136644,both,.038577288,9929,1102,904349,138325,1
7999,712190,1,1,1,.06666667,.06666667,.06666667,.0039957473,.0053947824,.0047378945,,,0,1,.0039957473,both,.0034455762,1462,140,80773,25286,1
7999,713210,1,1,1,.06666667,.06666667,.06666667,.31487691,.01722477,.43183866,,,0,1,.31487691,both,.43451253,115210,447,10186070,2304710,1
7999,713290,1,1,1,.06666667,.06666667,.06666667,.10379104,.051057763,.11694182,,,0,1,.10379104,both,.15941219,37976,1325,3737024,624115,1
7999,713920,1,1,1,.06666667,.06666667,.06666667,.15992008,.014604446,.080784976,,,0,1,.15992008,both,.05719576,58513,379,1340813,431147,1
7999,713940,1,1,1,.06666667,.06666667,.06666667,.1056468,.12831876,.057242405,,,0,1,.1056468,both,.048000805,38655,3330,1125260,305501,1
7999,713990,1,1,1,.06666667,.06666667,.06666667,.12513632,.33917767,.12006382,,,0,1,.12513632,both,.11337064,45786,8802,2657694,640777,1
8000,339///,1,1,1,.032258064,.02631579,.02631579,.0043744203,.016318906,.0032576369,.0040009059,,.18421052,.81578946,.003568606,,,,,,,.99999994
8000,541///,2,2,2,.064516127,.052631579,.052631579,.000029945782,.00016943009,.000030247644,.000035950674,,.18421052,.81578946,.000024429453,,,,,,,.99999994
8000,621///,23,23,23,.74193549,.60526317,.60526317,.45687366,.96917444,.48878407,.4684166,,.18421052,.81578946,.3727127,,,,,,,.99999994
8000,622///,5,5,5,.16129032,.13157895,.13157895,.53872198,.014337217,.50792801,.52754653,,.18421052,.81578946,.4394837,,,,,,,.99999994
8000,623///,0,7,7,0,.18421052,.18421052,0,0,0,0,.18421052,.18421052,.81578946,.18421052,,,,,,,.99999994
8010,6211//,2,2,2,.5,.5,.5,.93781,.98324984,.95473838,.8990621,,0,1,.93781,,,,,,,1
8010,6214//,2,2,2,.5,.5,.5,.062190019,.016750136,.045261566,.10093787,,0,1,.062190019,,,,,,,1
8011,621111,1,1,1,.25,.25,.25,.91698009,.93016553,.93789107,,,0,1,.91698009,both,.88128203,1484257,176258,163794407,81417962,1
8011,621112,1,1,1,.25,.25,.25,.020829884,.053084314,.01684735,,,0,1,.020829884,both,.017780038,33716,10059,3304584,1462512,1
8011,621491,1,1,1,.25,.25,.25,.035985235,.004074072,.027700756,,,0,1,.035985235,both,.075321235,58247,772,13999147,2404692,1
8011,621493,1,1,1,.25,.25,.25,.02620478,.012676064,.017560808,,,0,1,.02620478,both,.025616629,42416,2402,4761087,1524447,1
8020,6212//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
8021,621210,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,641674,114178,48482037,18226762,1
8030,6211//,2,2,2,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
8031,621111,1,1,1,.5,.5,.5,.98175734,.96758652,.98476362,,,0,1,.98175734,both,.98394942,52202,8836,4457476,2064166,1
8031,621112,1,1,1,.5,.5,.5,.018242683,.03241349,.015236369,,,0,1,.018242683,both,.016050547,970,296,72712,31937,1
8040,6213//,6,6,6,1,1,1,1,1,1,.99999994,,0,1,1,,,,,,,1
8041,621310,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,91700,30487,6570083,1886173,1
8042,621320,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,79545,17875,6361839,1773428,1
8043,621391,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,30472,8662,2393443,771151,1
8049,621330,1,1,1,.33333334,.33333334,.33333334,.18756589,.36877784,.15723939,,,0,1,.18756589,both,.19331889,38427,11750,2504820,947521,1
8049,621340,1,1,1,.33333334,.33333334,.33333334,.69083625,.44808865,.72631973,,,0,1,.69083625,both,.6702233,141533,14277,8684039,4376786,1
8049,621399,1,1,1,.33333334,.33333334,.33333334,.12159788,.18313351,.11644087,,,0,1,.12159788,both,.13645782,24912,5835,1768075,701670,1
8050,6231//,0,3,3,,.42857143,.42857143,,,,,.42857143,1,0,.42857143,,,,,,,1
8050,6232//,0,1,1,,.14285715,.14285715,,,,,.14285715,1,0,.14285715,,,,,,,1
8050,6233//,0,3,3,,.42857143,.42857143,,,,,.42857143,1,0,.42857143,,,,,,,1
8051,623110,,1,1,,.5,.5,,,,,.5,1,0,.5,official,,,,,,1
8051,623311,,1,1,,.5,.5,,,,,.5,1,0,.5,official,,,,,,1
8052,623110,,1,1,,.33333334,.33333334,,,,,.33333334,1,0,.33333334,official,,,,,,1
8052,623210,,1,1,,.33333334,.33333334,,,,,.33333334,1,0,.33333334,official,,,,,,1
8052,623311,,1,1,,.33333334,.33333334,,,,,.33333334,1,0,.33333334,official,,,,,,1
8059,623110,,1,1,,.5,.5,,,,,.5,1,0,.5,official,,,,,,1
8059,623311,,1,1,,.5,.5,,,,,.5,1,0,.5,official,,,,,,1
8060,6221//,2,2,2,.40000001,.40000001,.40000001,.89226347,.82079279,.89272594,.89734018,,0,1,.89226347,,,,,,,.99999994
8060,6222//,2,2,2,.40000001,.40000001,.40000001,.077934526,.11982049,.076956205,.074816376,,0,1,.077934526,,,,,,,.99999994
8060,6223//,1,1,1,.2,.2,.2,.029801967,.059386685,.030317873,.027843399,,0,1,.029801967,,,,,,,.99999994
8062,622110,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,4434600,5410,346516982,139382006,1
8063,622210,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,365012.3026123047,723,27269688.625,11345620.04882813,1
8069,622110,1,1,1,.33333334,.33333334,.33333334,.33629495,.13949275,.35882148,,,0,1,.33629495,both,.36508524,91991,77,7615904,3241764,1
8069,622210,1,1,1,.33333334,.33333334,.33333334,.1109941,.14130434,.10504925,,,0,1,.1109941,both,.10816515,30361.61779785156,78,2256391.875,949064.912109375,1
8069,622310,1,1,1,.33333334,.33333334,.33333334,.55271095,.71920288,.5361293,,,0,1,.55271095,both,.52674961,151190,397,10988322,4843647,1
8070,3391//,1,1,1,.33333334,.33333334,.33333334,.21395923,.45603836,.15944348,.15499663,,0,1,.21395923,,,,,,,1
8070,6215//,2,2,2,.66666669,.66666669,.66666669,.78604078,.54396164,.8405565,.84500337,,0,1,.78604078,,,,,,,1
8071,621511,1,1,1,.5,.5,.5,.71015871,.51289111,.6515401,,,0,1,.71015871,both,.64003128,107474,4655,10443452,3519456,1
8071,621512,1,1,1,.5,.5,.5,.28984129,.48710886,.34845993,,,0,1,.28984129,both,.35996872,43864,4421,5873644,1882293,1
8072,339116,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,41194,7609,2993000,1024647,1
8080,6216//,1,1,1,1,1,1,1,1,1,.99999994,,0,1,1,,,,,,,1
8082,621610,1,1,1,1,1,1,1,1,1,,,0,1,1,both,.99999994,948989,19690,31578267,16367136,1
