,index,url_title,url,title,numbers,year,yellow,inrange,include,pages
972,973,"https://www.loc.gov/resource/usteledirec.usteledirec00973:<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec00973,"<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1958  | Library of Congress</title>
","['1', '1958']",1958.0,1,1,1,292
973,974,"https://www.loc.gov/resource/usteledirec.usteledirec00974:<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec00974,"<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1959  | Library of Congress</title>
","['1', '1959']",1959.0,1,1,1,330
974,975,"https://www.loc.gov/resource/usteledirec.usteledirec00975:<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec00975,"<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1,351
975,976,"https://www.loc.gov/resource/usteledirec.usteledirec00976:<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec00976,"<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1,360
976,977,"https://www.loc.gov/resource/usteledirec.usteledirec00977:<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec00977,"<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1962  | Library of Congress</title>
","['1', '1962']",1962.0,1,1,1,382
977,978,"https://www.loc.gov/resource/usteledirec.usteledirec00978:<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec00978,"<title>Image 1 of Arizona - White Pages and Yellow Pages - Tucson - June 1963  | Library of Congress</title>
","['1', '1963']",1963.0,1,1,1,380
1005,1006,"https://www.loc.gov/resource/usteledirec.usteledirec01006:<title>Image 1 of Arizona - White Pages and Yellow Pages - Winkelman - Winter 1953/1954 thru July 1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01006,"<title>Image 1 of Arizona - White Pages and Yellow Pages - Winkelman - Winter 1953/1954 thru July 1957  | Library of Congress</title>
","['1', '1953', '1954', '1957']",1953.0,1,1,1,46
1011,1012,"https://www.loc.gov/resource/usteledirec.usteledirec01012:<title>Image 1 of Arizona - White Pages and Yellow Pages - Yuma - July 1950 thru Winter 1953/1954  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01012,"<title>Image 1 of Arizona - White Pages and Yellow Pages - Yuma - July 1950 thru Winter 1953/1954  | Library of Congress</title>
","['1', '1950', '1953', '1954']",1950.0,1,1,1,584
1012,1013,"https://www.loc.gov/resource/usteledirec.usteledirec01013:<title>Image 1 of Arizona - White Pages and Yellow Pages - Yuma thru Yuma - Somerton - Summer 1954 thru February 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01013,"<title>Image 1 of Arizona - White Pages and Yellow Pages - Yuma thru Yuma - Somerton - Summer 1954 thru February 1959  | Library of Congress</title>
","['1', '1954', '1959']",1954.0,1,1,1,541
1066,1067,"https://www.loc.gov/resource/usteledirec.usteledirec01067:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Blytheville - April 1953 thru July 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01067,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Blytheville - April 1953 thru July 1960  | Library of Congress</title>
","['1', '1953', '1960']",1953.0,1,1,1,608
1077,1078,"https://www.loc.gov/resource/usteledirec.usteledirec01078:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Camden - April 1955 thru April 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01078,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Camden - April 1955 thru April 1962  | Library of Congress</title>
","['1', '1955', '1962']",1955.0,1,1,1,526
1082,1083,"https://www.loc.gov/resource/usteledirec.usteledirec01083:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Caraway - December 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01083,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Caraway - December 1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1,22
1088,1089,"https://www.loc.gov/resource/usteledirec.usteledirec01089:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Clarksville - October 1955 thru October 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01089,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Clarksville - October 1955 thru October 1962  | Library of Congress</title>
","['1', '1955', '1962']",1955.0,1,1,1,284
1099,1100,"https://www.loc.gov/resource/usteledirec.usteledirec01100:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Crittenden County - August 1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01100,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Crittenden County - August 1955  | Library of Congress</title>
","['1', '1955']",1955.0,1,1,1,92
1112,1113,"https://www.loc.gov/resource/usteledirec.usteledirec01113:<title>Image 1 of Arkansas - White Pages and Yellow Pages - El Dorado - December 1952 thru November 1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01113,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - El Dorado - December 1952 thru November 1957  | Library of Congress</title>
","['1', '1952', '1957']",1952.0,1,1,1,535
1113,1114,"https://www.loc.gov/resource/usteledirec.usteledirec01114:<title>Image 1 of Arkansas - White Pages and Yellow Pages - El Dorado - November 1958 thru December 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01114,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - El Dorado - November 1958 thru December 1963  | Library of Congress</title>
","['1', '1958', '1963']",1958.0,1,1,1,585
1126,1127,"https://www.loc.gov/resource/usteledirec.usteledirec01127:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Fayetteville - November 1955 thru November 1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01127,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Fayetteville - November 1955 thru November 1961  | Library of Congress</title>
","['1', '1955', '1961']",1955.0,1,1,1,641
1139,1140,"https://www.loc.gov/resource/usteledirec.usteledirec01140:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Fort Smith thru Fort Smith, Van Buren, Barling - April 1950 thru June 1953  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01140,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Fort Smith thru Fort Smith, Van Buren, Barling - April 1950 thru June 1953  | Library of Congress</title>
","['1', '1950', '1953']",1950.0,1,1,1,596
1140,1141,"https://www.loc.gov/resource/usteledirec.usteledirec01141:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Fort Smith, Van Buren, Barling - June 1954 thru June 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01141,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Fort Smith, Van Buren, Barling - June 1954 thru June 1958  | Library of Congress</title>
","['1', '1954', '1958']",1954.0,1,1,1,711
1141,1142,"https://www.loc.gov/resource/usteledirec.usteledirec01142:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Fort Smith, Van Buren, Barling thru Fort Smith, Van Buren - June 1959 thru June 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01142,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Fort Smith, Van Buren, Barling thru Fort Smith, Van Buren - June 1959 thru June 1962  | Library of Congress</title>
","['1', '1959', '1962']",1959.0,1,1,1,547
1180,1181,"https://www.loc.gov/resource/usteledirec.usteledirec01181:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Hot Springs, Jones Mills - July 1956 thru November 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01181,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Hot Springs, Jones Mills - July 1956 thru November 1960  | Library of Congress</title>
","['1', '1956', '1960']",1956.0,1,1,1,615
1186,1187,"https://www.loc.gov/resource/usteledirec.usteledirec01187:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Jacksonville - April 1953 thru March 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01187,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Jacksonville - April 1953 thru March 1963  | Library of Congress</title>
","['1', '1953', '1963']",1953.0,1,1,1,632
1194,1195,"https://www.loc.gov/resource/usteledirec.usteledirec01195:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Jonesboro, Nettleton thru Jonesboro - September 1953 thru October 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01195,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Jonesboro, Nettleton thru Jonesboro - September 1953 thru October 1959  | Library of Congress</title>
","['1', '1953', '1959']",1953.0,1,1,1,566
1204,1205,"https://www.loc.gov/resource/usteledirec.usteledirec01205:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Leachville - April 1955 thru April 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01205,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Leachville - April 1955 thru April 1963  | Library of Congress</title>
","['1', '1955', '1963']",1955.0,1,1,1,285
1212,1213,"https://www.loc.gov/resource/usteledirec.usteledirec01213:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Greater Little Rock - June 1950 thru January 1952  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01213,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Greater Little Rock - June 1950 thru January 1952  | Library of Congress</title>
","['1', '1950', '1952']",1950.0,1,1,1,609
1213,1214,"https://www.loc.gov/resource/usteledirec.usteledirec01214:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Greater Little Rock thru Little Rock, North Little Rock - March 1953 thru March 1954  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01214,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Greater Little Rock thru Little Rock, North Little Rock - March 1953 thru March 1954  | Library of Congress</title>
","['1', '1953', '1954']",1953.0,1,1,1,474
1214,1215,"https://www.loc.gov/resource/usteledirec.usteledirec01215:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1955 thru February 1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01215,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1955 thru February 1956  | Library of Congress</title>
","['1', '1955', '1956']",1955.0,1,1,1,505
1215,1216,"https://www.loc.gov/resource/usteledirec.usteledirec01216:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1957 thru March 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01216,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1957 thru March 1958  | Library of Congress</title>
","['1', '1957', '1958']",1957.0,1,1,1,559
1216,1217,"https://www.loc.gov/resource/usteledirec.usteledirec01217:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01217,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1959  | Library of Congress</title>
","['1', '1959']",1959.0,1,1,1,307
1217,1218,"https://www.loc.gov/resource/usteledirec.usteledirec01218:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01218,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1,319
1218,1219,"https://www.loc.gov/resource/usteledirec.usteledirec01219:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01219,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1,336
1219,1220,"https://www.loc.gov/resource/usteledirec.usteledirec01220:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01220,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1962  | Library of Congress</title>
","['1', '1962']",1962.0,1,1,1,678
1220,1221,"https://www.loc.gov/resource/usteledirec.usteledirec01221:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01221,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Little Rock, North Little Rock - March 1963  | Library of Congress</title>
","['1', '1963']",1963.0,1,1,1,374
1253,1254,"https://www.loc.gov/resource/usteledirec.usteledirec01254:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Monette - April 1955 thru April 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01254,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Monette - April 1955 thru April 1958  | Library of Congress</title>
","['1', '1955', '1958']",1955.0,1,1,1,98
1278,1279,"https://www.loc.gov/resource/usteledirec.usteledirec01279:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Paris - October 1955 thru October 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01279,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Paris - October 1955 thru October 1962  | Library of Congress</title>
","['1', '1955', '1962']",1955.0,1,1,1,241
1281,1282,"https://www.loc.gov/resource/usteledirec.usteledirec01282:<title>Image 1 of Arkansas - White Pages and Yellow Pages - Piggott - January 1954 thru January 1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec01282,"<title>Image 1 of Arkansas - White Pages and Yellow Pages - Piggott - January 1954 thru January 1955  | Library of Congress</title>
","['1', '1954', '1955']",1954.0,1,1,1,58
