,index,url_title,url,title,numbers,year,yellow,inrange,include
7592,7593,"https://www.loc.gov/resource/usteledirec.usteledirec07593:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Erie - 7/1958 thru 7/1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07593,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Erie - 7/1958 thru 7/1960  | Library of Congress</title>
","['1', '7', '1958', '7', '1960']",1958.0,1,1,1
7593,7594,"https://www.loc.gov/resource/usteledirec.usteledirec07594:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Erie - 7/1961 thru 7/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07594,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Erie - 7/1961 thru 7/1963  | Library of Congress</title>
","['1', '7', '1961', '7', '1963']",1961.0,1,1,1
7619,7620,"https://www.loc.gov/resource/usteledirec.usteledirec07620:<title>Image 1 of Florida - White pages and Yellow Pages - Tallahassee - 9/1950 thru 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07620,"<title>Image 1 of Florida - White pages and Yellow Pages - Tallahassee - 9/1950 thru 1960  | Library of Congress</title>
","['1', '9', '1950', '1960']",1950.0,1,1,1
7638,7639,"https://www.loc.gov/resource/usteledirec.usteledirec07639:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 8/1957 thru 2/1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07639,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 8/1957 thru 2/1958  | Library of Congress</title>
","['1', '8', '1957', '2', '1958']",1957.0,1,1,1
7639,7640,"https://www.loc.gov/resource/usteledirec.usteledirec07640:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Aug./1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07640,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Aug./1959  | Library of Congress</title>
","['1', '1959']",1959.0,1,1,1
7640,7641,"https://www.loc.gov/resource/usteledirec.usteledirec07641:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Aug./1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07641,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Aug./1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1
7641,7642,"https://www.loc.gov/resource/usteledirec.usteledirec07642:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Nov./1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07642,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Nov./1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1
7642,7643,"https://www.loc.gov/resource/usteledirec.usteledirec07643:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Apr./1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07643,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Apr./1962  | Library of Congress</title>
","['1', '1962']",1962.0,1,1,1
7643,7644,"https://www.loc.gov/resource/usteledirec.usteledirec07644:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Aug./1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07644,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Aug./1962  | Library of Congress</title>
","['1', '1962']",1962.0,1,1,1
7644,7645,"https://www.loc.gov/resource/usteledirec.usteledirec07645:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Aug./1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07645,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - Aug./1963  | Library of Congress</title>
","['1', '1963']",1963.0,1,1,1
7666,7667,"https://www.loc.gov/resource/usteledirec.usteledirec07667:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 2/1950 thru 2/1951  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07667,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 2/1950 thru 2/1951  | Library of Congress</title>
","['1', '2', '1950', '2', '1951']",1950.0,1,1,1
7667,7668,"https://www.loc.gov/resource/usteledirec.usteledirec07668:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 8/1951 thru 8/1952  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07668,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 8/1951 thru 8/1952  | Library of Congress</title>
","['1', '8', '1951', '8', '1952']",1951.0,1,1,1
7668,7669,"https://www.loc.gov/resource/usteledirec.usteledirec07669:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 2/1953 thru 8/1953  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07669,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 2/1953 thru 8/1953  | Library of Congress</title>
","['1', '2', '1953', '8', '1953']",1953.0,1,1,1
7669,7670,"https://www.loc.gov/resource/usteledirec.usteledirec07670:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 2/1954 thru 8/1954  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07670,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 2/1954 thru 8/1954  | Library of Congress</title>
","['1', '2', '1954', '8', '1954']",1954.0,1,1,1
7670,7671,"https://www.loc.gov/resource/usteledirec.usteledirec07671:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 2/1955 thru 8/1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07671,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 2/1955 thru 8/1955  | Library of Congress</title>
","['1', '2', '1955', '8', '1955']",1955.0,1,1,1
7671,7672,"https://www.loc.gov/resource/usteledirec.usteledirec07672:<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 2/1956 thru 8/1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07672,"<title>Image 1 of Florida - White pages and Yellow Pages - Tampa - 2/1956 thru 8/1956  | Library of Congress</title>
","['1', '2', '1956', '8', '1956']",1956.0,1,1,1
7685,7686,"https://www.loc.gov/resource/usteledirec.usteledirec07686:<title>Image 1 of Florida - White pages and Yellow Pages - Winter Park - 11/1958 thru 11/1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07686,"<title>Image 1 of Florida - White pages and Yellow Pages - Winter Park - 11/1958 thru 11/1960  | Library of Congress</title>
","['1', '11', '1958', '11', '1960']",1958.0,1,1,1
7716,7717,"https://www.loc.gov/resource/usteledirec.usteledirec07717:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Bethlehem - 11/1950 thru 11/1952  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07717,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Bethlehem - 11/1950 thru 11/1952  | Library of Congress</title>
","['1', '11', '1950', '11', '1952']",1950.0,1,1,1
7717,7718,"https://www.loc.gov/resource/usteledirec.usteledirec07718:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Bethlehem - 11/1953 thru 1958(missing)  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07718,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Bethlehem - 11/1953 thru 1958(missing)  | Library of Congress</title>
","['1', '11', '1953', '1958']",1953.0,1,1,1
7718,7719,"https://www.loc.gov/resource/usteledirec.usteledirec07719:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Bethlehem - 6/1959 thru 7/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07719,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Bethlehem - 6/1959 thru 7/1961  | Library of Congress</title>
","['1', '6', '1959', '7', '1961']",1959.0,1,1,1
7729,7730,"https://www.loc.gov/resource/usteledirec.usteledirec07730:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Blairsville - 5/1952 thru 3/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07730,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Blairsville - 5/1952 thru 3/1961  | Library of Congress</title>
","['1', '5', '1952', '3', '1961']",1952.0,1,1,1
7741,7742,"https://www.loc.gov/resource/usteledirec.usteledirec07742:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Bradford - 12/1956 thru 11/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07742,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Bradford - 12/1956 thru 11/1961  | Library of Congress</title>
","['1', '12', '1956', '11', '1961']",1956.0,1,1,1
7748,7749,"https://www.loc.gov/resource/usteledirec.usteledirec07749:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Brockway thru Brookside - 11/1960 thru 4/1954  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07749,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Brockway thru Brookside - 11/1960 thru 4/1954  | Library of Congress</title>
","['1', '11', '1960', '4', '1954']",1954.0,1,1,1
7752,7753,"https://www.loc.gov/resource/usteledirec.usteledirec07753:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Brownsville - 10/1953 thru 5/1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07753,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Brownsville - 10/1953 thru 5/1960  | Library of Congress</title>
","['1', '10', '1953', '5', '1960']",1953.0,1,1,1
7756,7757,"https://www.loc.gov/resource/usteledirec.usteledirec07757:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Lower Bucks County - 6/1956 thru 5/1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07757,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Lower Bucks County - 6/1956 thru 5/1959  | Library of Congress</title>
","['1', '6', '1956', '5', '1959']",1956.0,1,1,1
7757,7758,"https://www.loc.gov/resource/usteledirec.usteledirec07758:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Lower Bucks County - 5/1960 thru 6/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07758,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Lower Bucks County - 5/1960 thru 6/1963  | Library of Congress</title>
","['1', '5', '1960', '6', '1963']",1960.0,1,1,1
7769,7770,"https://www.loc.gov/resource/usteledirec.usteledirec07770:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Butler - 2/1950 thru 1/1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07770,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Butler - 2/1950 thru 1/1956  | Library of Congress</title>
","['1', '2', '1950', '1', '1956']",1950.0,1,1,1
7770,7771,"https://www.loc.gov/resource/usteledirec.usteledirec07771:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Butler - 1/1957 thru 6/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07771,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Butler - 1/1957 thru 6/1963  | Library of Congress</title>
","['1', '1', '1957', '6', '1963']",1957.0,1,1,1
7782,7783,"https://www.loc.gov/resource/usteledirec.usteledirec07783:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Carbondale - 1/1953 thru 3/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07783,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Carbondale - 1/1953 thru 3/1963  | Library of Congress</title>
","['1', '1', '1953', '3', '1963']",1953.0,1,1,1
7788,7789,"https://www.loc.gov/resource/usteledirec.usteledirec07789:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Carlisle - 5/1952 thru 4/1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07789,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Carlisle - 5/1952 thru 4/1958  | Library of Congress</title>
","['1', '5', '1952', '4', '1958']",1952.0,1,1,1
7807,7808,"https://www.loc.gov/resource/usteledirec.usteledirec07808:<title>Image 1 of Florida - White pages and Yellow Pages - West Palm Beach - 12/1951 thru 1954  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07808,"<title>Image 1 of Florida - White pages and Yellow Pages - West Palm Beach - 12/1951 thru 1954  | Library of Congress</title>
","['1', '12', '1951', '1954']",1951.0,1,1,1
7808,7809,"https://www.loc.gov/resource/usteledirec.usteledirec07809:<title>Image 1 of Florida - White pages and Yellow Pages - West Palm Beach - 4/1955 thru 181958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07809,"<title>Image 1 of Florida - White pages and Yellow Pages - West Palm Beach - 4/1955 thru 181958  | Library of Congress</title>
","['1', '4', '1955', '181958']",1955.0,1,1,1
7809,7810,"https://www.loc.gov/resource/usteledirec.usteledirec07810:<title>Image 1 of Florida - White pages and Yellow Pages - West Palm Beach thru Greater West Palm Beach - 12/1958 thru 11/1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07810,"<title>Image 1 of Florida - White pages and Yellow Pages - West Palm Beach thru Greater West Palm Beach - 12/1958 thru 11/1960  | Library of Congress</title>
","['1', '12', '1958', '11', '1960']",1958.0,1,1,1
7810,7811,"https://www.loc.gov/resource/usteledirec.usteledirec07811:<title>Image 1 of Florida - White pages and Yellow Pages - Greater West Palm Beach - 10/1961 thru 12/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07811,"<title>Image 1 of Florida - White pages and Yellow Pages - Greater West Palm Beach - 10/1961 thru 12/1963  | Library of Congress</title>
","['1', '10', '1961', '12', '1963']",1961.0,1,1,1
7834,7835,"https://www.loc.gov/resource/usteledirec.usteledirec07835:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Aliquippa - 1/1954 thru 2/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07835,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Aliquippa - 1/1954 thru 2/1961  | Library of Congress</title>
","['1', '1', '1954', '2', '1961']",1954.0,1,1,1
7845,7846,"https://www.loc.gov/resource/usteledirec.usteledirec07846:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Allentown - 11/1952 thru 11/1954  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07846,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Allentown - 11/1952 thru 11/1954  | Library of Congress</title>
","['1', '11', '1952', '11', '1954']",1952.0,1,1,1
7846,7847,"https://www.loc.gov/resource/usteledirec.usteledirec07847:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Allentown - 11/1955 thru 11/1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07847,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Allentown - 11/1955 thru 11/1957  | Library of Congress</title>
","['1', '11', '1955', '11', '1957']",1955.0,1,1,1
7847,7848,"https://www.loc.gov/resource/usteledirec.usteledirec07848:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Allentown - 11/1958 thru 11/1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07848,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Allentown - 11/1958 thru 11/1960  | Library of Congress</title>
","['1', '11', '1958', '11', '1960']",1958.0,1,1,1
7848,7849,"https://www.loc.gov/resource/usteledirec.usteledirec07849:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Allentown - 11/1961 thru 11/1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07849,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Allentown - 11/1961 thru 11/1962  | Library of Congress</title>
","['1', '11', '1961', '11', '1962']",1961.0,1,1,1
